sentence,score
私 は よく 自分 の 部屋 を 訪問 し 、 食事 を し ます 。,5.312339168207524
私 は 、 とても 愛らしい 人 で 悪い 経験 を し ます 。,5.310083358630564
私 は この 音楽 活動 を し ます 。,5.3077784622155955
私 は 、 今夜 も 、 彼 の 仕送り を し ます 。,5.305383906047035
私 は 正しい こと を し ます 。,5.301809559567665
私 は 私 の 手助け を し ます 。,5.293730084895788
私 は 私 の 前 に 現れ 、 あなた が その 演技 を し ます 。,5.292408809879091
私 は 次に 、 毎日 仕事 を し ます 。,5.289285495480744
私 は この 建物 を 「 世界 に 一 球 投資 を し ます 。,5.279498392188577
私 は 、... と 、 自分 の 体 で パフォーマンス を し ます 。,5.277907995209986
私 は 恋 を し ます 。,5.277573805171867
私 は サッカー を し ます 。,5.277410111551951
私 は 、 結婚 を し ます 。,5.268600380019649
私 は いつも どこ か で 、 テニス を し ます 。,5.267548164434036
私 は あなた の ため に いくつ も の 方法 で 話 を し ます 。,5.261715642453725
私 は そんな 言い方 を し ます 。,5.256406274306931
私 は 今日 - 12 日 、 彼ら と 話 を し ます 。,5.2460743334717
私 は とても 、 君 に も 似 た 演技 を し ます 。,5.2431503415999146
私 は よく そこ で お願い を し ます 。,5.236692087385136
私 は 何 まで も 彼女 に 世話 を し ます 。,5.233581678612403
私 は 私 に 寄付 を し ます 。,5.228137885985042
私 は 世界 の 果て に お 会い を し ます 。,5.227805809747316
私 は いつも あの 選手 なんか と 同じ こと を し ます 。,5.226879017016551
私 は 常に 『 』 という 言語 で 仕事 を し ます 。,5.221913384255089
私 は この 女性 に 彼女 の 父 を 見る 用意 を し ます 。,5.218922071364953
私 は 、 皆さま の 体 を 揺るがす 努力 を し ます 。,5.211865489450591
私 は 再び 仕事 を し ます 。,5.210840628708803
私 は 様々 な グループ の ダンス を 真似 て 、 仕事 を し ます 。,5.207377721102217
私 は あなた の こと を 覚え 、 お互い の 味方 を し ます 。,5.201925911571251
私 は 日々 、 日常 で 大切 な こと を し ます 。,5.196802469349934
私 は 、 もう 僕 に も 何 か 言い たい こと を し ます 。,5.196008811233327
私 は 、 この 楽曲 に 書き込み を し ます 。,5.19441230975593
私 は 彼ら の 人生 の 終わり を 伝える 役 を し ます 。,5.190262849503453
私 は 日々 あらゆる 方法 で 私 の リフォーム を し ます 。,5.189110813460463
私 は よく 友人 と 一緒 の 仕事 を し ます 。,5.186199103726837
私 は 私 に 私 を 助け られる よう アドバイス を し ます 。,5.183475443398568
私 は 好き な こと を し ます 。,5.182120633300866
私 は 彼 の 言葉 を 思い出し て 、 再考 を し ます 。,5.168913792038258
私 は これ を し ます 。,5.168386352944321
私 は いつも どんな 場所 で も 私 に なっ て から 仕事 を し ます 。,5.163404782653213
私 は 、 彼女 と 僕 の すべて の 事 について 話 を し ます 。,5.141763517116137
私 は そこ で 私 の 抱っこ を し ます 。,5.139880164590901
私 は 、 あの 時 彼女 を 連れ て 行っ て 彼女 を し ます 。,5.1378277350334915
私 は 、 色々 な 種類 から 様々 の 動作 を し ます 。,5.133355354573406
私 は あなた に 電話 な ふり を し ます 。,5.132319770541018
私 は よく みんな 一緒 に 掃除 を し ます 。,5.131515935331804
私 は 、 この 言語 、 この 本 に 君 と し て 言及 を し ます 。,5.130601803779001
私 は 常に 彼女 の 後 を 追う 決心 を し ます 。,5.128517884230279
私 は 彼 と は ほとんど 別 の 試み を し ます 。,5.128124156623276
私 は 、 サッカー を し ます 。,5.122474502342264
私 は 彼ら に 近い 見方 を し ます 。,5.122029847845169
私 は 誰 に対し 何 で も でき ない 決断 を し ます 。,5.12130447790719
私 は 旅 を し ます 。,5.118473496327833
私 は 常に 現在 の あなた の 姿 の 準備 を し ます 。,5.115328447819252
私 は 再び 『 彼 と 旅 を し ます 。,5.108546431946741
私 は 何 年 後 も あの 男 に 何 か 相談 を し ます 。,5.100986613709662
私 は この 事件 に関して 私 について 深く 理解 する 努力 を し ます 。,5.097218935097361
私 は 、 最初 の 私 会議 を し ます 。,5.094108246179231
私 は 、 いつも 彼 の 方 に 挨拶 を し ます 。,5.093706999646453
私 は これら の 映画 に 意見 を し ます 。,5.070733880277499
私 は そこ で 彼 に 説明 を し ます 。,5.0703048431734965
私 は 世界 に 一番 近い こと を し ます 。,5.0620111204705385
私 は とても 大人気 な 格好 を し ます 。,5.060449061940448
私 は 私 たち の 声 の 内容 について しっかり 把握 を し ます 。,5.059259205003924
私 は 音楽 活動 を し ます 。,5.054073443640452
私 は 彼 の 監督 を し ます 。,5.052675352715035
私 は 再び 死ん で いき 、 ふり を し ます 。,5.0481692471707085
私 は 最初 に カード 販売 を し ます 。,5.042688607323867
私 は その 地 で 休息 を し ます 。,5.0392664639581035
私 は 彼女 の 心 の ケア を する 努力 を し ます 。,5.03634877007795
私 は 、 まさに 彼 の 死 の 日 に 御前 演奏 を し ます 。,5.030710829972271
私 は 時々 な 言い方 を し ます 。,5.025642110503105
私 は 、 常に 一 歩 違い なら ぬ よう な 処置 を し ます 。,5.024360170235412
私 は この 願い を し ます 。,5.0180153036451935
私 は 、 、 重要 な 主張 を し ます 。,5.008525824762734
私 は あらゆる 種類 の もの を 見つける 仕事 を し ます 。,5.007202527876813
私 は 私 を し ます 。,5.003788344003861
私 は よく 見 られる よう に デザイン を し ます 。,5.003508552896429
私 は その 状況 によって 、 変化 を し ます 。,5.000985409172869
私 は 、 まだ 旅 を し ます 。,4.99158338533945
私 は この 橋 を 通る 子供 たち について たくさん の こと を し ます 。,4.990854160890256
私 は もう ひとり の グループ に 入る ふり を し ます 。,4.990717220863248
私 は 私 に お 会い を し ます 。,4.984301488149036
私 は あなた の 彼 の 言葉 に 従っ た 仕事 を し ます 。,4.984064948688811
私 は 、 わたし の ご 従順 の 思い を し ます 。,4.983453117588288
私 は 私 の ため に 用意 を し ます 。,4.983011848613069
私 は よく 、 仕事 を し ます 。,4.9788621956811046
私 は 最後 の 処置 を し ます 。,4.968057550921813
私 は しばしば これ に対して 、... この よう に 激しい 戦い を し ます 。,4.965065392723653
私 は 、 自分 で も いい こと を し ます 。,4.959051028355928
私 は 色々 な 形 の 作曲 家 を し ます 。,4.957315671945158
私 は よく 知ら ない 私 の 心 から 、 その 提案 を し ます 。,4.954555609165593
私 は 「 私 は 最近 いつも 彼女 の 目 で 子育て を し ます 。,4.951561092395121
私 は 今日 と また 、 私 に しっとり 電話 を し ます 。,4.948906394623345
私 は とても のこる まし た 思い を し ます 。,4.944540584298764
私 は この 番組 の 企画 ・ 制作 を し ます 。,4.942624524546548
私 は よく 仕事 を し ます 。,4.9425439438234235
私 は 、 人間 が 生きる 場所 を 紹介 し て 仕事 を し ます 。,4.942289413379204
私 は これ により お願い を し ます 。,4.934417894588381
私 は 現在 、 ここ で 宣言 を し ます 。,4.929053892082206
私 は この 通り 「 彼女 は 第 2 シーズン の 準備 を し ます 。,4.9264568152684
私 は 我々 を 助け たい と お願い を し ます 。,4.918736517206928
私 は まさに 自分 は そこ で 彼 の 役割 を し ます 。,4.913883846709978
私 は 最初 から ファン が 見 て 歌っ てる こと を し ます 。,4.90969673413951
私 は その 娘 の 世話 を し 、 教育 を し ます 。,4.907816102430518
私 は 大変 に 、 あなた が た かしこく やり たい こと を し ます 。,4.9047050188889205
私 は この 決断 を し ます 。,4.903382277120969
私 は あの 息子 に 向け て ある こと を し ます 。,4.899344337920918
私 は 、 あなた に 、 あなた の 家族 の 手助け を し ます 。,4.895388572985946
私 は その こと について 、 彼 と 取引 を し ます 。,4.88639865104291
私 は あなた さん の 心配 を し ます 。,4.884650814001536
私 は いつも 、 とても 印象 的 な 私服 を し ます 。,4.883228816738233
私 は 的 な 女 を 選び 選挙 の 審判 を し ます 。,4.880273383291105
私 は よく より 適切 、 より より 効率 的 な 選択 を し ます 。,4.877193829376857
私 は 私 に つい て こう なる ご 挨拶 を し ます 。,4.870987644480349
私 は 彼女 の 名 の まま で お送り を し ます 。,4.869677517090634
私 は 、 あなた の こと について 彼女 に 復讐 を し ます 。,4.861725521881546
私 は 何 回 か 訪問 し 、 話 を し ます 。,4.838349549035731
私 は もう 二度と こんな こと を し ます 。,4.837498287924787
私 は そんな と 言い がたい こと ばかり を し ます 。,4.831099884879594
私 は この 手伝い を し ます 。,4.830061827366091
私 は もう それ を し ます 。,4.82648809214645
私 は 彼 に 最初 の 紹介 を し ます 。,4.825674037186809
私 は 、 と ある ふり を し ます 。,4.816910656430723
私 は 、 時々 、 自分 自身 の 名 を 冠し 活動 を し ます 。,4.815879708113453
私 は... この 劇 の 全体 像 について 、 一 戦 を し ます 。,4.810667121796588
私 は 私 の 下 で あなた を 見る 準備 を し ます 。,4.809991051055622
私 は 常に 無私 で 、 よく 人 を 守る 仕事 を し ます 。,4.801811862772412
私 は この 作品 へ の めい た 反応 を し ます 。,4.796460204111402
私 は さらに も 彼 と 何 を し ます 。,4.795440325066175
私 は 私 が 行っ て いる こと 的 主義 について 決断 を し ます 。,4.792955660315164
私 は ここ の 中 で 常に 仕事 を し ます 。,4.792161350852717
私 は そう だ が 、 これ ばかり 重要 な 仕事 を し ます 。,4.775807720833389
私 は 全て の 敵 を 守る 、 最も 厳しい 活動 を し ます 。,4.775551743479733
私 は 「 全て の 」 役割 を し ます 。,4.770201577260195
私 は どんな とき も... そこ で 私 と 同じ こと を し ます 。,4.767368869414745
私 は 普通 学校 卒業 後 、 自動車 整備 を し ます 。,4.763878310243387
私 は その 理由 を 考える 決意 を し ます 。,4.754732564414842
私 は 常に 彼女 の 息子 で ある ふり を し ます 。,4.754424410679281
私 は 、 この 神 に 似 た か な 思い を し ます 。,4.748186747600277
私 は 友人 が 家 に 来 たら 話 を し ます 。,4.744356625336941
私 は 少し もう 、 旅 を し ます 。,4.739614647215038
私 は 今日 、 この 日 を 祝う 挨拶 など を し ます 。,4.73916499588107
私 は 、 私 を サポート する 手伝い を し ます 。,4.738911841448726
私 は これら の 提案 を し ます 。,4.7356814711588635
私 は 「 もう 心 が 悪い か 」 と 言い訳 を し ます 。,4.734502347621614
私 は これ において 仕事 を し ます 。,4.730753455221816
私 は すべて の 状況 に 、 様々 な 解釈 と 判断 を し ます 。,4.729388121393461
私 は 「 とても 非常 に 心 の 奥深い 言い方 を し ます 。,4.728815298968504
私 は 時々 彼 の 食事 会 を し ます 。,4.725486578186218
私 は 共に 仕事 を し ます 。,4.723756979009194
私 は すぐ に 彼 に 攻撃 的 な 報告 を し ます 。,4.7191797176671395
私 は 彼 の 声 より も はるか に 仕事 を し ます 。,4.7148964988386695
私 は 、 あの 娘 さん に お願い を し ます 。,4.70979449551349
私 は 、 皆さん の お座敷 に 立ち キス を し ます 。,4.708910233358374
私 は 、 お 店 中 に 怪我 を し ます 。,4.706873332897543
私 は 私 の 身 を 忘れ て 、 毎日 よい こと を し ます 。,4.704735639558268
私 は あなた に とても 悲しい 最後 の 報告 を し ます 。,4.693061280102418
私 は 、 何 か に 似 た 体験 を し ます 。,4.689212753817738
私 は まるで どこ か で 彼 と 同じ 仕事 を し ます 。,4.683979082098824
私 は です まね を し ます 。,4.675674582206446
私 は 小さな 旅 を し ます 。,4.67465807852908
私 は 今日 、 この 国 の 全て の 準備 を し ます 。,4.674398064639799
私 は 君 と 話 を し ます 。,4.6699471506517565
私 は 「 人 を 呼ぶ 際 に 何 を し ます 。,4.6614491552065935
私 は そんな ところ で ご 過ち について 謝罪 を し ます 。,4.659710921848369
私 は また 一緒 に 仕事 を し ます 。,4.659249020143376
私 は また 、 この 川 を 見る 決心 を し ます 。,4.659213633377739
私 は そこ で ある 自分 の 見方 を し ます 。,4.65856410117112
私 は 彼ら を 誰 か と 認め ない 、 という 宣言 を し ます 。,4.656121049375052
私 は 時々 私 の 人生 を 変える 一回り を し ます 。,4.652370984503957
私 は お に お さ お さん を し ます 。,4.651472882586496
私 は 皆さん 悪い こと を し ます 。,4.649625666979478
私 は 、 彼 の お 勤め を し ます 。,4.646812892017546
私 は ここ で 話 を し ます 。,4.644271655337263
私 は 、 この 状況 を 変える 決断 を し ます 。,4.636477376337236
私 は それ と 返事 を し ます 。,4.630314310483906
私 は 、 次に 彼 が ここ で 何 か を し ます 。,4.6256946267551005
私 は 以前 の 仕事 に 代わっ て 仕事 を し ます 。,4.621339514444804
私 は 我々 から 「 あい た 」 みたい な こと を し ます 。,4.621283301017174
私 は お 祭り に 招か れ た 人 の 弔慰 を し ます 。,4.620678254289221
私 は お 手 を 引か ない 決定 を し ます 。,4.6165383186296545
私 は そこ で 彼 と 仕事 を し ます 。,4.612592962232607
私 は これ を 正しい 言い方 を し ます 。,4.612052581872156
私 は 、 皆さん そして 私 の 後 、 挨拶 を し ます 。,4.610604036518128
私 は 、 彼 、 だから です こと を し ます 。,4.609963180551588
私 は 、 私 たち の 支援 を し ます 。,4.608386368711803
私 は この ふり を し ます 。,4.606925999076968
私 は 彼 の 真似事 を し ます 。,4.605360132918165
私 は あなた が 欲しい すべて の こと を し ます 。,4.599190815311441
私 は 「 それ に対し 、 謝罪 を し ます 。,4.5936359930407304
私 は 1 年 で ゲーム を し ます 。,4.5919873937121665
私 は すべて 、 彼 様 な 顔 を し ます 。,4.587243048621599
私 は 何 度 も この 名前 を 受け られる 仕事 を し ます 。,4.58492392400178
私 は あの 手 の くだり を し ます 。,4.583370649748928
私 は 政治 活動 を し ます 。,4.57530168013193
私 は この 街 の ガイド を し ます 。,4.5642155964418425
"私 は 、 "" will "" の 英語 を し ます 。",4.550989424782816
私 は そこ で も 仕事 を し ます 。,4.550005992540728
私 は 私 に 色々 な 助言 を し ます 。,4.544149538979955
私 は 毎日 私 を 切り取り 、 特別 の 配慮 を し ます 。,4.54328886015833
私 は まだ こんな な こと 、 何 を し ます 。,4.54295043267619
私 は 「 その 場 」 で 『 」 など と 挨拶 を し ます 。,4.539952490424763
私 は いろいろ な 事柄 「 もう ひとつ の 考え 」 を し ます 。,4.538866885674641
私 は いつも 、 家 の 窓 から 少し 下 で 仕事 を し ます 。,4.530997513615297
私 は この ドラマ に 嫉妬 し て 恋 を し ます 。,4.530305615837332
私 は 私 に 報告 を し ます 。,4.529974766688036
私 は いろいろ な もの の 予想 を し ます 。,4.528632594563126
私 は これ に 応じ た 返答 を し ます 。,4.525188441582284
私 は あなた を し ます 。,4.525076090029805
私 は 毎日 同じ こと を し ます 。,4.523437223845537
私 は 、 いつも 、 友人 に 関係 ない お 行い を し ます 。,4.514526468107407
私 は 時々 、 私 たち の 状況 に 応じ た 使い分け を し ます 。,4.514231381930483
私 は あなた の ケア を し ます 。,4.512894629436158
私 は すべて の 顔 を し ます 。,4.507584807167564
私 は 誰 か に対する 無用 な 秘密 の 暴露 を し ます 。,4.50251069254668
私 は 、 もう 一つ の 音楽 の 仕事 を し ます 。,4.500579951281726
私 は 主 な 質問 を し ます 。,4.4946929069824835
私 は 、 この 音楽 において 、 この 演奏 の 責任 を し ます 。,4.485949999501902
私 は 常に 自分 の 意志 を 持っ て 私 を し ます 。,4.484756991803567
私 は いつも 仕事 を し ます 。,4.484158974835549
私 は とても 私 の 口 を 叩い て 話 を し ます 。,4.481592829941532
私 は いつも 彼 の ため に 仕事 を し ます 。,4.4813806298843915
私 は ご お昼 、 ご ご 休憩 を し ます 。,4.4799918301627715
私 は 様々 な チャリティー 活動 を し ます 。,4.477621917546032
私 は 最初 に 最初 の 英語 表記 を し ます 。,4.476409055525952
私 は 私 の 声 の 通り に すべて の 仕事 を し ます 。,4.47106442109114
私 は 「 毎日 、 よく ホント を し ます 。,4.470708162561886
私 は 、 実際 に 、 これから 、 次 の 提案 を し ます 。,4.4680350922590515
私 は 自身 の 日常 の 1 つ の 旅 を し ます 。,4.465815890896803
私 は いつも と は 違う 思い を し ます 。,4.465607328212642
私 は 何 で も なく 常に 彼 の 邪魔 を し ます 。,4.462632694923349
私 は 私 の 身体 に 適し た こと を し ます 。,4.461011570290937
私 は 私 の よう に 同じ 判断 を し ます 。,4.460697038440993
私 は いつも あなた を この 椅子 に 呼ん だり を し ます 。,4.458592554223373
私 は あなた を 引き合わ せる よう に 努力 を し ます 。,4.455416835917533
私 は ご 愛 に か なぎ を つけ て 仕事 を し ます 。,4.455197052439112
私 は 自分 の 身体 に関して 、 いろいろ な 経験 を し ます 。,4.453073871163178
私 は 毎日 、 仕事 を し ます 。,4.443638890544422
私 は 、 その 死 の 記念 撮影 を し ます 。,4.442271975110308
私 は あなた の 人 に 正直 に 挨拶 を し ます 。,4.437393407890066
私 は 一生 の 間 様 々 微 を し ます 。,4.430504450093206
私 は 彼女 の 頭 に 星 を のせる こと を し ます 。,4.429953536351022
私 は 、 ここ で も 、 この こと 発表 を し ます 。,4.421206162254328
私 は 私 の 胸 を ひっ くり 、 お 母さま を し ます 。,4.419241849188407
私 は 、 普通 、 勉強 を し ます 。,4.418712572471739
私 は いろいろ な 形 の 授業 を し ます 。,4.416512867345623
私 は 彼 の 心臓 疾患 について 理解 を し ます 。,4.4153264377579635
私 は 私 の ケア を し ます 。,4.414358897761064
私 は 彼女 の 紹介 を し ます 。,4.413497681788522
私 は 私 の 友達 です : 私 の 家事 を し ます 。,4.410600523175602
私 は たくさん の 仕事 を し ます 。,4.407257239998593
私 は... あの 人 の 子供 の ため の 慈善 活動 を し ます 。,4.405247042300114
私 は 我々 の 頭 を 何 を し ます 。,4.401473621480486
私 は 、 ここ で 、 この 課題 について 私見 を し ます 。,4.400493510120246
私 は 、 あなた に ある 通り の 口づけ を し ます 。,4.399990195111215
私 は あらゆる 方法 で その 子供 を 持っ て いる ふり を し ます 。,4.399283026229389
私 は いつも よそ が ある ふり を し ます 。,4.397841091149921
私 は ただ こんな の よう な 行為 を し ます 。,4.397467647978391
私 は 色々 と て 色々 と 苦しい 経験 を し ます 。,4.396395189542086
私 は 私 を 見 て 読書 を し ます 。,4.394445523951047
私 は ちょっと もっと 、 色々 な こと と で 何 を し ます 。,4.393553479447412
"私 は "" "" の の 、 で 、 議論 を し ます 。",4.389223803447134
私 は そんな よう な 変人 を し ます 。,4.3885473943392785
私 は 決して あなた の 肩 の 中 を 跳び 真似 を し ます 。,4.385637341506731
私 は 、 私 自身 の ケア を し ます 。,4.384593128827284
私 は 、 もう 少し の 時間 活動 を し ます 。,4.384108855544015
私 は あなた も の よう に 、 そこで 生活 を し ます 。,4.3800212287468625
私 は 色々 な 意見 表明 を し ます 。,4.378457098433317
私 は この 町 で 多く の 共同 事業 を し ます 。,4.378219380425355
私 は みんな 、 お で て て まあ な 働き を し ます 。,4.378136881854439
私 は 僕 の 人生 で 最も 多く の 仕事 を し ます 。,4.376771304880073
私 は 、 私 について 詳細 な 評決 を し ます 。,4.374975096192922
私 は おぞましい ふり を し ます 。,4.370135125766562
私 は この ゲーム を どう クリア する か を し ます 。,4.3689605148196184
私 は 私 に いろいろ な 助言 を し ます 。,4.366236341093668
私 は いつも 誰 か を 傷つける ふり を し ます 。,4.361361770036508
私 は 、 よく 、 自分 の 中 で いろいろ な 体験 を し ます 。,4.360197841090576
私 は 今 の 仕事 を し ます 。,4.359687459539965
私 は 「 人生 の 小 さ な 時 、 仕事 を し ます 。,4.3575143461656145
私 は 「...... 私 の 私 の 人生 の 手助け を し ます 。,4.356780379376034
私 は ちょっと だまし そう な 経験 を し ます 。,4.354174260244827
私 は それ より も とても 辛い 口調 を し ます 。,4.342853373473457
私 は ある もの の 経験 を し ます 。,4.33403432007134
私 は 、... 私 の こと を 信じよ と 努力 を し ます 。,4.328269906050171
私 は ( あなた の 味方 を し ます 。,4.3280503687631535
私 は 、 この 部分 について 、 私 自身 で 議論 を し ます 。,4.325140152886525
私 は 彼 の もと 仕事 を し ます 。,4.320128171878639
私 は 、 誰 の 名前 も なかっ たり 、 異なる 顔 を し ます 。,4.315966158488009
私 は 、 あなた と 一緒 に 旅 を し ます 。,4.30910054818025
私 は 毎日 1 日 6 時間 仕事 を し ます 。,4.306991216997285
私 は 何 か で 話 を し ます 。,4.299948021547337
私 は ずっと 他 の 人 と 一緒 に 生活 を し ます 。,4.296000428051228
私 は お 休み を し ます 。,4.295216714440779
私 は 、 私 を し ます 。,4.283880143195968
私 は すぐ に 、 彼女 と 関係 する こと を し ます 。,4.280813172869807
私 は みんな 、 ここ の 中 で たくさん の 事 を し ます 。,4.279220708579193
私 は 自分 を 思い 、 仕事 を し ます 。,4.277220627065932
私 は 彼 に 命令 無視 の 悪戯 を し ます 。,4.276473826681032
私 は また 様々 な 小さな 仕事 を し ます 。,4.273624477053714
私 は 、 彼 と 私 の 契約 を し ます 。,4.268829756410722
私 は これ しか ない こと を し ます 。,4.264934622648246
私 は そんな とき も 何 か を し ます 。,4.263628733164586
私 は いろいろ な 品々 の 絵 付け を し ます 。,4.257935109305067
私 は 君たち が 生まれ た 時 から 世話 を し ます 。,4.25020118538439
私 は いろいろ と 考え 、 みんな が いろいろ と 工夫 を し ます 。,4.250065723257759
私 は 君 と 仕事 を し ます 。,4.247056784641406
私 は 私 探し を し ます 。,4.24661220871209
私 は あなた の 心臓 の 研究 を し ます 。,4.246440425697953
私 は よく この 仕事 を し ます 。,4.236875017811526
私 は 私 を 助け ます 、 私 は あなた 自身 を し ます 。,4.229292586415812
私 は あなた に し あ ね なき こと を し ます 。,4.227644063532393
私 は 簡単 な 話 を し ます 。,4.225706146488521
私 は いつも 小さ な 顔 を し ます 。,4.222227510706651
私 は 、 この よう な 試み を し ます 。,4.221431176824474
私 は それ を 元 に 、 いろいろ な 話 を し ます 。,4.213094821972077
私 は こう 言う こと だ が 、 本当は 離婚 を し ます 。,4.211608921300254
私 は 、 時々 、 私 たち と 会話 を し ます 。,4.210730706996135
私 は 彼 の もの と は 違う 体験 を し ます 。,4.21046047264298
私 は 時々 この 街 で 仕事 を し ます 。,4.202143482956359
私 は あの よう な 言い回し を し ます 。,4.199662758016491
私 は ご 用 を 成さ ん という 署名 を し ます 。,4.1938057103582
私 は 僕 で 彼 を 攻撃 する 準備 を し ます 。,4.191075971962326
私 は いつも 彼女 の 顔 を 見張る こと を し ます 。,4.19044740075124
私 は ここ で 2 回 の 結婚 を し ます 。,4.189281783293491
私 は それ を し ます 。,4.1892610255279905
私 は 色々 な 方向 に 立ち 、 いろいろ な 仕事 を し ます 。,4.187144811551263
私 は 私 の 経験 を 元 に 話 を し ます 。,4.18394069084101
私 は こう な やり方 で 仕事 を し ます 。,4.182478620094334
私 は 時々 、 彼 と 仕事 を し ます 。,4.169845916518805
私 は を 取り除く 決断 を し ます 。,4.162141638035698
私 は 自身 の 「 お 手伝い 」 を し ます 。,4.157655622932039
私 は 、 もう もう 正常 な こと を し ます 。,4.1456513850725445
私 は ただ 、 彼 の お 手伝い を し ます 。,4.1396480386314325
私 は 何 で も 得 ない そ ぶり を し ます 。,4.1387909904239395
私 は 私 を 捕まえる 準備 を し ます 。,4.134759253829384
私 は 、 お話 を し ます 。,4.133330070917836
私 は いくつ か の 異なる 経験 を し ます 。,4.127498441459451
私 は 「 彼 は こんな こと を し ます 。,4.124014002373943
私 は の 、 すべて の こと を し ます 。,4.120761141942293
私 は みんな 、 おぞましい 生活 を し ます 。,4.12067953226952
私 は 自分 の 監督 業 を し ます 。,4.11532876402781
私 は 、 私 が 言っ た 通り を し ます 。,4.097690230627347
私 は あなた の せい で 嫌 だ こと を し ます 。,4.092768836993051
私 は 私 たち と 私 たち の よう な 活動 を し ます 。,4.0925866676871845
私 は そこ に 私 が 座っ て 仕事 を し ます 。,4.091922016095757
私 は こう の 対応 を し ます 。,4.091609372190088
私 は 」 に 書か れ た 「 勉強 を し ます 。,4.088681492746029
私 は もっと も 自分 を 優先 する 選択 を し ます 。,4.085199028027596
私 は 時々 同じ 相手 と 同じ よう な こと を し ます 。,4.083514964870799
私 は これから 仕事 を し ます 。,4.079180721680868
私 は よく ない こと を し ます 。,4.078247488073772
私 は 、 あなた と 旅 を し ます 。,4.074195928177467
私 は まして 返事 を し ます 。,4.067719160103832
私 は それ は この ゲーム で 終わっ て おり 、 私 を し ます 。,4.064973125744955
私 は この 日 の よう な 体験 を し ます 。,4.064898309548543
私 は 私 の マネ を し ます 。,4.063973303131391
私 は 2 人 と 話 を し ます 。,4.0603986397477145
私 は これ を 利用 する 努力 を し ます 。,4.050897128134287
私 は この 発言 を し ます 。,4.0494608941186945
私 は いつも ひっ つき たい と 思い 、 私 たち を し ます 。,4.047151610456222
"私 は いつも "" で "" で )"" と 言う 言い方 を し ます 。",4.045558015848409
私 は 恐らく 、 あなた や あなた の 様 な 仕事 を し ます 。,4.040219249300777
私 は 他 の 誰 も が その 準備 を し ます 。,4.038471643722781
私 は また 、 仕事 を し ます 。,4.036448751124671
私 は 有名 な こと を し ます 。,4.032573112440013
私 は いつも 、 私 の 目 に は よく 見える こと を し ます 。,4.031177108981721
私 は 人生 の 全 期間 ( この間 ) を し ます 。,4.0243816561653425
私 は あなた の 私信 を し ます 。,4.023258355977822
私 は 、 とても とても 、 よく 、 いろいろ 色々 な こと を し ます 。,4.022009158734017
私 は 、 私 だけ を し ます 。,4.021453637970136
私 は 彼女 の ため に お願い を し ます 。,4.020769418352074
私 は これ に 返事 を し ます 。,4.017199348626262
私 は また 私 の 作品 の 多く に 、 こう 仕事 を し ます 。,4.0169254672155015
私 は あなた を 救お う 決心 を し ます 。,4.013922475206505
私 は 1 年間 の 仕事 を し ます 。,4.006751030716524
私 は に 乗っ て 旅 を し ます 。,4.000357443462392
私 は あなた の 前 で 、 ひと き あ な 恋 を し ます 。,3.999000721959266
私 は いつも 女性 の ため に 仕事 を し ます 。,3.9963713972195967
私 は 、 この 場所 の 人々 の ため に この 仕事 を し ます 。,3.992961279646437
私 は ある こと を し ます 。,3.9925519986068005
私 は あなた の 彼女 を よく 使い ます 仕事 を し ます 。,3.989397825878418
私 は わたし の ご を ねぎらい を し ます 。,3.9840114495746706
"私 は "" 私 は 多く の こと を し ます 。",3.983618754620836
私 は この 部分 で こう いっ た 思い込み を し ます 。,3.974193748023027
私 は あなた に 何 も いわ ず に 仕事 を し ます 。,3.969677771577745
私 は この 経験 を し ます 。,3.968138599001545
私 は 、 いつも 、 その 部分 で 様々 な こと を し ます 。,3.9632092574802886
私 は まるで 、 自分 を 見 つ という こと を し ます 。,3.9599189938201906
私 は この 主張 を し ます 。,3.9564799762076435
私 は それ に 反論 する ふり を し ます 。,3.9523938697150336
私 は この 話 を し ます 。,3.9491272515320945
私 は それ の 手伝い を し ます 。,3.948708108971981
私 は 彼女 の 心 を ず 頑迷 な 思い を し ます 。,3.9415259578372956
私 は 、 いつも 同じ こと を し ます 。,3.9338599538229797
私 は ホームシック を し ます 。,3.933304051952271
私 は 何 か の 賭け を し ます 。,3.9326508239017706
私 は 私事 を し ます 。,3.9146702856519813
私 は それ を 知ら ない ので 、 僕 と 話 を し ます 。,3.914614402764936
私 は 、 私 の 手 を 離さ ず 、 仕事 を し ます 。,3.9038925001940443
私 は あの 女 に 「 』 と 恋 を し ます 。,3.8987919437208785
私 は おそらく 、 こう いっ た ふう な 使い方 を し ます 。,3.896476458688282
私 は もう 一 年 を し ます 。,3.8959272520509027
私 は ( または ) の ふり を し ます 。,3.8937767488974147
私 は ただ で ある と 思う ふり を し ます 。,3.889467539879843
私 は あの 男 と 同じ こと を し ます 。,3.8890885895196994
私 は 皆さん の 体 に し て 仕事 を し ます 。,3.88531757151157
私 は 私 の 心 に 満ち た 思い を し ます 。,3.885225290115183
私 は 主 の 前 で 話 を し ます 。,3.8797330962431436
私 は... 私 と 共に 仕事 を し ます 。,3.8763492000732613
私 は 時々 、 一緒 に いろいろ な 仕事 を し ます 。,3.8710120707955404
私 は 彼 を 信用 しよ う と 努力 を し ます 。,3.8672668308684863
私 は これ で 次 の 意味 を し ます 。,3.865597913011702
私 は この 選択 を し ます 。,3.8646914595044133
